OrderID,CustomerID,Country,Gender,Category,Quantity,PricePerUnit,OrderDate,PaymentMethod,ShippingMethod,TotalPrice
ORD100083,CUST12208,South Africa,Other,Beauty,1,273.88,2023-01-19,Bank Transfer,Two-Day,273.88
ORD100084,CUST10276,India,Other,Clothing,2,273.88,2023-02-02,Gift Card,Overnight,547.76
ORD100085,CUST7062,India,Male,Books,2,273.88,2023-04-01,Gift Card,Two-Day,547.76
ORD100086,CUST5064,Germany,Other,Automotive,2,273.88,2023-08-26,Bank Transfer,Overnight,547.76
ORD100087,CUST13006,Australia,Female,Home & Garden,3,273.88,2023-01-24,Credit Card,Express,821.64
ORD100088,CUST7568,France,Other,Automotive,1,273.88,2023-08-15,PayPal,Standard,273.88
ORD100089,CUST10463,China,Female,Home & Garden,5,273.88,2023-12-05,PayPal,Standard,1369.4
ORD100090,CUST7027,Brazil,Male,Automotive,3,273.88,2023-09-22,PayPal,Express,821.64
ORD100091,CUST7695,France,Other,Toys,3,273.88,2023-01-06,Credit Card,Standard,821.64
ORD100092,CUST14687,France,Female,Books,4,273.88,2023-02-27,Bank Transfer,Express,1095.52
ORD100093,CUST10258,Germany,Male,Clothing,3,273.88,2023-04-10,Credit Card,Two-Day,821.64
ORD100094,CUST10618,India,Female,Books,3,273.88,2023-05-02,PayPal,Express,821.64
ORD100095,CUST11736,Canada,Other,Beauty,2,273.88,2023-12-23,PayPal,Express,547.76
ORD100096,CUST5391,United Kingdom,Other,Home & Garden,4,273.88,2023-06-06,PayPal,Two-Day,1095.52
ORD100097,CUST10892,United States,Female,Electronics,5,273.88,2023-07-20,Credit Card,Two-Day,1369.4
ORD100098,CUST8561,Canada,Male,Toys,1,273.88,2023-08-13,Credit Card,Express,273.88
ORD100099,CUST11184,Canada,Male,Clothing,5,273.88,2023-09-24,PayPal,Two-Day,1369.4
ORD100100,CUST8099,Australia,Male,Electronics,4,273.88,2023-05-31,Gift Card,Overnight,1095.52
ORD100101,CUST11278,Australia,Male,Electronics,2,273.88,2023-09-14,PayPal,Two-Day,547.76
ORD100102,CUST13392,Canada,Female,Automotive,1,273.88,2023-03-22,Bank Transfer,Standard,273.88
ORD100103,CUST8104,India,Other,Toys,5,273.88,2023-04-10,Credit Card,Two-Day,1369.4
ORD100104,CUST12215,France,Female,Sports,1,273.88,2023-04-15,Gift Card,Two-Day,273.88
ORD100105,CUST7454,United Kingdom,Other,Electronics,1,273.88,2023-09-09,Gift Card,Express,273.88
ORD100106,CUST13996,France,Other,Electronics,1,273.88,2023-05-13,Bank Transfer,Two-Day,273.88
ORD100107,CUST7731,France,Female,Books,3,273.88,2023-04-09,PayPal,Overnight,821.64
ORD100108,CUST13154,France,Female,Sports,4,273.88,2023-06-27,PayPal,Express,1095.52
ORD100109,CUST14762,United Kingdom,Male,Sports,4,273.88,2023-09-22,PayPal,Overnight,1095.52
ORD100110,CUST10056,United Kingdom,Other,Sports,2,273.88,2023-05-12,Bank Transfer,Standard,547.76
ORD100111,CUST13110,Germany,Male,Toys,5,273.88,2023-07-18,Credit Card,Express,1369.4
ORD100112,CUST8840,China,Male,Beauty,2,273.88,2023-07-12,Credit Card,Express,547.76
ORD100113,CUST6028,Canada,Female,Sports,5,273.88,2023-07-27,Bank Transfer,Standard,1369.4
ORD100114,CUST12385,South Africa,Male,Books,1,273.88,2023-02-26,Credit Card,Standard,273.88
ORD100115,CUST5502,Germany,Male,Beauty,5,273.88,2023-09-19,Bank Transfer,Overnight,1369.4
ORD100116,CUST11910,Germany,Male,Clothing,5,273.88,2023-08-18,Bank Transfer,Two-Day,1369.4
ORD100117,CUST14062,United States,Female,Beauty,1,273.88,2023-05-22,Gift Card,Express,273.88
ORD100118,CUST11938,South Africa,Male,Clothing,2,273.88,2023-03-04,Gift Card,Express,547.76
ORD100119,CUST9488,Australia,Male,Sports,5,273.88,2023-04-28,Credit Card,Overnight,1369.4
ORD100120,CUST5206,United States,Female,Sports,2,273.88,2023-11-17,Gift Card,Express,547.76
ORD100121,CUST10134,Australia,Female,Clothing,2,273.88,2023-11-04,Credit Card,Standard,547.76
ORD100122,CUST10977,China,Female,Home & Garden,4,273.88,2023-11-17,Bank Transfer,Express,1095.52
ORD100123,CUST12721,Brazil,Other,Books,1,273.88,2023-09-02,Credit Card,Two-Day,273.88
ORD100124,CUST12035,Australia,Female,Beauty,1,273.88,2023-12-22,Gift Card,Standard,273.88
ORD100125,CUST6484,France,Other,Books,3,273.88,2023-05-16,Credit Card,Overnight,821.64
ORD100126,CUST12858,Australia,Female,Books,2,273.88,2023-04-06,Gift Card,Overnight,547.76
ORD100127,CUST5863,South Africa,Female,Electronics,3,273.88,2023-08-13,Bank Transfer,Express,821.64
ORD100128,CUST7790,United Kingdom,Female,Sports,1,273.88,2023-01-08,PayPal,Standard,273.88
ORD100129,CUST12408,South Africa,Other,Beauty,1,273.88,2023-01-14,Bank Transfer,Standard,273.88
ORD100130,CUST13755,China,Male,Books,3,273.88,2023-01-24,Gift Card,Standard,821.64
ORD100131,CUST10116,Germany,Female,Beauty,1,273.88,2023-07-11,Credit Card,Express,273.88
ORD100132,CUST11019,France,Other,Books,1,273.88,2023-08-29,Gift Card,Express,273.88
ORD100133,CUST6757,Brazil,Female,Sports,4,273.88,2023-12-15,Gift Card,Overnight,1095.52
ORD100134,CUST12574,China,Male,Books,5,273.88,2023-01-25,PayPal,Two-Day,1369.4
ORD100135,CUST11374,Germany,Other,Clothing,4,273.88,2023-05-09,Credit Card,Standard,1095.52
ORD100136,CUST11892,India,Female,Sports,5,273.88,2023-03-28,Gift Card,Express,1369.4
ORD100137,CUST6678,South Africa,Female,Beauty,4,273.88,2023-08-21,Bank Transfer,Express,1095.52
ORD100138,CUST8242,China,Female,Toys,4,273.88,2023-10-16,Bank Transfer,Two-Day,1095.52
ORD100139,CUST9636,South Africa,Male,Home & Garden,2,273.88,2023-02-25,Gift Card,Express,547.76
ORD100140,CUST6059,Brazil,Other,Books,3,273.88,2023-07-09,Gift Card,Express,821.64
ORD100141,CUST11668,Germany,Female,Clothing,4,273.88,2023-01-28,Gift Card,Express,1095.52
ORD100142,CUST14914,South Africa,Female,Sports,2,273.88,2023-01-29,Gift Card,Standard,547.76
ORD100143,CUST8157,United Kingdom,Other,Electronics,4,273.88,2023-10-06,Bank Transfer,Two-Day,1095.52
ORD100144,CUST10915,Australia,Male,Toys,3,273.88,2023-06-21,PayPal,Overnight,821.64
ORD100145,CUST14789,United States,Male,Toys,2,273.88,2023-02-07,Gift Card,Two-Day,547.76
ORD100146,CUST7693,Brazil,Male,Sports,5,273.88,2023-10-26,Credit Card,Two-Day,1369.4
ORD100147,CUST8627,United States,Male,Automotive,3,273.88,2023-09-23,PayPal,Overnight,821.64
ORD100148,CUST14555,Canada,Male,Toys,1,273.88,2023-01-27,Bank Transfer,Overnight,273.88
ORD100149,CUST10450,Australia,Female,Beauty,2,273.88,2023-05-16,Gift Card,Express,547.76
ORD100150,CUST6663,Brazil,Female,Beauty,1,273.88,2023-08-24,Gift Card,Express,273.88
ORD100151,CUST14721,China,Female,Electronics,2,273.88,2023-09-02,Gift Card,Express,547.76
ORD100152,CUST10592,United Kingdom,Other,Clothing,5,273.88,2023-03-26,Gift Card,Standard,1369.4
ORD100153,CUST12392,China,Male,Beauty,2,273.88,2023-01-13,Credit Card,Standard,547.76
ORD100154,CUST6306,India,Other,Clothing,4,273.88,2023-02-27,Gift Card,Two-Day,1095.52
ORD100155,CUST11776,Canada,Male,Clothing,1,273.88,2023-09-16,Bank Transfer,Standard,273.88
ORD100156,CUST10864,United Kingdom,Male,Sports,1,273.88,2023-04-10,Credit Card,Standard,273.88
ORD100157,CUST14474,South Africa,Other,Clothing,2,273.88,2023-04-14,PayPal,Overnight,547.76
ORD100158,CUST12526,South Africa,Female,Books,4,273.88,2023-09-18,PayPal,Express,1095.52
ORD100159,CUST13901,France,Other,Automotive,4,273.88,2023-10-05,PayPal,Overnight,1095.52
ORD100160,CUST10575,South Africa,Female,Beauty,2,273.88,2023-03-07,Gift Card,Express,547.76
ORD100161,CUST10530,Germany,Male,Beauty,3,273.88,2023-03-30,PayPal,Two-Day,821.64
ORD100162,CUST9413,Canada,Female,Home & Garden,5,273.88,2023-10-23,Credit Card,Overnight,1369.4
ORD100163,CUST8748,Germany,Male,Toys,2,273.88,2023-03-29,Credit Card,Express,547.76
ORD100164,CUST5663,Australia,Male,Clothing,4,273.88,2023-01-05,PayPal,Overnight,1095.52
ORD100165,CUST6998,France,Female,Home & Garden,5,273.88,2023-05-24,PayPal,Overnight,1369.4
ORD100166,CUST12994,France,Male,Sports,2,273.88,2023-04-27,Credit Card,Express,547.76
ORD100167,CUST6495,South Africa,Female,Home & Garden,5,273.88,2023-09-28,Bank Transfer,Standard,1369.4
ORD100168,CUST8304,United Kingdom,Other,Toys,3,273.88,2023-07-24,PayPal,Overnight,821.64
ORD100169,CUST8763,Australia,Male,Clothing,4,273.88,2023-03-16,Credit Card,Two-Day,1095.52
ORD100170,CUST10232,India,Male,Automotive,3,273.88,2023-03-21,PayPal,Standard,821.64
ORD100171,CUST6853,Canada,Other,Toys,3,273.88,2023-01-18,Credit Card,Overnight,821.64
ORD100172,CUST11585,Canada,Male,Beauty,4,273.88,2023-08-05,Gift Card,Two-Day,1095.52
ORD100173,CUST6291,Brazil,Other,Automotive,3,273.88,2023-04-12,PayPal,Two-Day,821.64
ORD100174,CUST8581,China,Other,Sports,2,273.88,2023-05-12,PayPal,Express,547.76
ORD100175,CUST12554,South Africa,Male,Clothing,2,273.88,2023-11-05,Bank Transfer,Standard,547.76
ORD100176,CUST12280,Brazil,Other,Automotive,5,273.88,2023-02-27,Bank Transfer,Standard,1369.4
ORD100177,CUST6636,India,Other,Automotive,2,273.88,2023-04-22,Bank Transfer,Express,547.76
ORD100178,CUST8696,France,Other,Automotive,2,273.88,2023-03-26,Bank Transfer,Overnight,547.76
ORD100179,CUST5698,United States,Male,Automotive,5,273.88,2023-11-27,PayPal,Overnight,1369.4
ORD100180,CUST9737,India,Other,Automotive,1,273.88,2023-11-10,PayPal,Two-Day,273.88
ORD100181,CUST5854,India,Female,Automotive,4,273.88,2023-04-26,Bank Transfer,Two-Day,1095.52
ORD100182,CUST13164,United Kingdom,Female,Sports,2,273.88,2023-11-11,Bank Transfer,Two-Day,547.76
ORD100183,CUST10855,United Kingdom,Other,Electronics,5,273.88,2023-06-11,PayPal,Two-Day,1369.4
ORD100184,CUST12392,United Kingdom,Female,Automotive,3,273.88,2023-10-13,Gift Card,Express,821.64
ORD100185,CUST11528,United Kingdom,Male,Clothing,3,273.88,2023-11-20,Credit Card,Overnight,821.64
ORD100186,CUST10249,China,Other,Electronics,2,273.88,2023-07-25,Bank Transfer,Two-Day,547.76
ORD100187,CUST10172,South Africa,Male,Automotive,4,273.88,2023-11-27,Credit Card,Standard,1095.52
ORD100188,CUST6707,Canada,Female,Home & Garden,5,273.88,2023-03-09,Gift Card,Two-Day,1369.4
ORD100189,CUST10791,South Africa,Female,Clothing,5,273.88,2023-09-05,Gift Card,Two-Day,1369.4
ORD100190,CUST14925,South Africa,Female,Electronics,5,273.88,2023-02-26,Gift Card,Overnight,1369.4
ORD100191,CUST10535,Canada,Female,Books,5,273.88,2023-06-14,PayPal,Two-Day,1369.4
ORD100192,CUST9931,United Kingdom,Male,Beauty,5,273.88,2023-06-15,Credit Card,Express,1369.4
ORD100193,CUST8510,South Africa,Other,Home & Garden,4,273.88,2023-10-24,Gift Card,Overnight,1095.52
ORD100194,CUST5202,China,Male,Clothing,5,273.88,2023-01-04,Bank Transfer,Overnight,1369.4
ORD100195,CUST9218,United Kingdom,Other,Clothing,4,273.88,2023-10-22,Gift Card,Two-Day,1095.52
ORD100196,CUST13958,China,Female,Beauty,4,273.88,2023-12-31,Bank Transfer,Express,1095.52
ORD100197,CUST9389,Brazil,Female,Beauty,4,273.88,2023-04-16,Bank Transfer,Overnight,1095.52
ORD100198,CUST7327,South Africa,Female,Toys,3,273.88,2023-04-18,Gift Card,Standard,821.64
ORD100199,CUST13004,Germany,Female,Automotive,1,273.88,2023-06-19,Bank Transfer,Two-Day,273.88
ORD100200,CUST7931,China,Male,Electronics,2,273.88,2023-09-24,Bank Transfer,Overnight,547.76
ORD100201,CUST12777,Brazil,Other,Electronics,3,273.88,2023-09-24,PayPal,Two-Day,821.64
ORD100202,CUST5197,Australia,Other,Electronics,1,273.88,2023-02-23,Credit Card,Standard,273.88
ORD100203,CUST12125,Australia,Female,Toys,3,273.88,2023-06-15,PayPal,Two-Day,821.64
ORD100204,CUST6930,Brazil,Male,Automotive,4,273.88,2023-09-11,PayPal,Two-Day,1095.52
ORD100205,CUST11287,France,Female,Sports,4,273.88,2023-10-03,PayPal,Express,1095.52
ORD100206,CUST13800,France,Other,Home & Garden,5,273.88,2023-06-03,Credit Card,Express,1369.4
ORD100207,CUST14339,United Kingdom,Other,Automotive,4,273.88,2023-05-08,Credit Card,Standard,1095.52
ORD100208,CUST9282,France,Male,Clothing,3,273.88,2023-03-17,Gift Card,Express,821.64
ORD100209,CUST7511,Australia,Other,Home & Garden,2,273.88,2023-08-09,PayPal,Overnight,547.76
ORD100210,CUST14986,France,Male,Beauty,4,273.88,2023-09-27,Credit Card,Express,1095.52
ORD100211,CUST5659,Germany,Female,Automotive,1,273.88,2023-05-03,Gift Card,Overnight,273.88
ORD100212,CUST7811,Australia,Female,Books,3,273.88,2023-01-25,PayPal,Standard,821.64
ORD100213,CUST12098,China,Male,Home & Garden,1,273.88,2023-04-16,PayPal,Standard,273.88
ORD100214,CUST11546,India,Female,Home & Garden,5,273.88,2023-04-16,Bank Transfer,Two-Day,1369.4
ORD100215,CUST14561,France,Male,Electronics,5,273.88,2023-04-13,Credit Card,Overnight,1369.4
ORD100216,CUST6986,France,Female,Beauty,2,273.88,2023-09-23,Bank Transfer,Two-Day,547.76
ORD100217,CUST13338,South Africa,Female,Home & Garden,3,273.88,2023-01-14,PayPal,Two-Day,821.64
ORD100218,CUST7911,Canada,Other,Clothing,2,273.88,2023-05-13,PayPal,Two-Day,547.76
ORD100219,CUST6734,Germany,Other,Electronics,1,273.88,2023-01-22,PayPal,Overnight,273.88
ORD100220,CUST6843,Australia,Male,Toys,2,273.88,2023-03-16,Gift Card,Express,547.76
ORD100221,CUST13680,Australia,Female,Home & Garden,1,273.88,2023-10-12,Bank Transfer,Overnight,273.88
ORD100222,CUST7976,United States,Female,Beauty,2,273.88,2023-09-01,Bank Transfer,Express,547.76
ORD100223,CUST6959,Canada,Female,Automotive,5,273.88,2023-09-13,PayPal,Overnight,1369.4
ORD100224,CUST10759,France,Other,Books,3,273.88,2023-05-26,Bank Transfer,Standard,821.64
ORD100225,CUST11694,Brazil,Male,Automotive,2,273.88,2023-07-31,PayPal,Standard,547.76
ORD100226,CUST7385,South Africa,Male,Automotive,1,273.88,2023-09-06,PayPal,Express,273.88
ORD100227,CUST9736,China,Male,Clothing,3,273.88,2023-02-04,Bank Transfer,Two-Day,821.64
ORD100228,CUST6802,South Africa,Female,Books,5,273.88,2023-11-23,Credit Card,Two-Day,1369.4
ORD100229,CUST13155,France,Male,Beauty,5,273.88,2023-09-10,PayPal,Two-Day,1369.4
ORD100230,CUST13120,United States,Other,Beauty,4,273.88,2023-12-16,PayPal,Two-Day,1095.52
ORD100231,CUST11616,India,Other,Beauty,3,273.88,2023-09-17,Bank Transfer,Overnight,821.64
ORD100232,CUST10534,Australia,Male,Books,2,273.88,2023-11-03,Bank Transfer,Standard,547.76
ORD100233,CUST9061,China,Female,Sports,5,273.88,2023-12-16,Bank Transfer,Overnight,1369.4
ORD100234,CUST5262,Canada,Other,Clothing,2,273.88,2023-10-13,PayPal,Overnight,547.76
ORD100235,CUST11287,France,Other,Beauty,2,273.88,2023-12-16,Credit Card,Overnight,547.76
ORD100236,CUST13815,Germany,Female,Sports,1,273.88,2023-06-30,Credit Card,Express,273.88
ORD100237,CUST14208,Brazil,Female,Electronics,2,273.88,2023-07-29,Credit Card,Standard,547.76
ORD100238,CUST7049,South Africa,Male,Sports,4,273.88,2023-04-20,PayPal,Express,1095.52
ORD100239,CUST10423,United States,Other,Electronics,3,273.88,2023-11-26,Bank Transfer,Two-Day,821.64
ORD100240,CUST9548,India,Other,Books,3,273.88,2023-05-22,Credit Card,Standard,821.64
ORD100241,CUST8108,United Kingdom,Male,Toys,1,273.88,2023-06-13,Credit Card,Express,273.88
ORD100242,CUST12158,Brazil,Male,Toys,4,273.88,2023-03-28,Credit Card,Express,1095.52
ORD100243,CUST12400,France,Other,Sports,4,273.88,2023-05-20,PayPal,Overnight,1095.52
ORD100244,CUST8170,India,Other,Books,3,273.88,2023-11-28,Bank Transfer,Express,821.64
ORD100245,CUST14874,Brazil,Female,Beauty,4,273.88,2023-06-11,Gift Card,Express,1095.52
ORD100246,CUST7255,Brazil,Female,Sports,5,273.88,2023-01-26,Bank Transfer,Two-Day,1369.4
ORD100247,CUST6154,Australia,Other,Sports,2,273.88,2023-05-14,Bank Transfer,Two-Day,547.76
ORD100248,CUST9499,Brazil,Other,Beauty,2,273.88,2023-12-23,Bank Transfer,Express,547.76
ORD100249,CUST11295,Germany,Female,Electronics,3,273.88,2023-04-25,Credit Card,Express,821.64
ORD100250,CUST11197,India,Male,Beauty,3,273.88,2023-06-30,Bank Transfer,Express,821.64
ORD100251,CUST14888,France,Male,Clothing,4,273.88,2023-12-28,Credit Card,Overnight,1095.52
ORD100252,CUST6648,France,Other,Toys,1,273.88,2023-12-25,PayPal,Overnight,273.88
ORD100253,CUST10539,Germany,Other,Automotive,3,273.88,2023-05-27,Gift Card,Overnight,821.64
ORD100254,CUST14637,Canada,Female,Automotive,3,273.88,2023-12-26,PayPal,Two-Day,821.64
ORD100255,CUST9199,India,Other,Toys,3,273.88,2023-08-03,PayPal,Standard,821.64
ORD100256,CUST13445,Brazil,Male,Sports,4,273.88,2023-03-18,Gift Card,Overnight,1095.52
ORD100257,CUST7557,United States,Female,Clothing,5,273.88,2023-04-05,Bank Transfer,Overnight,1369.4
ORD100258,CUST10592,China,Female,Beauty,3,273.88,2023-08-06,Bank Transfer,Express,821.64
ORD100259,CUST5098,India,Male,Toys,5,273.88,2023-12-29,Credit Card,Overnight,1369.4
ORD100260,CUST7200,United Kingdom,Male,Books,4,273.88,2023-02-21,Bank Transfer,Standard,1095.52
ORD100261,CUST7961,United States,Female,Beauty,1,273.88,2023-10-01,Gift Card,Two-Day,273.88
ORD100262,CUST9973,Germany,Other,Home & Garden,2,273.88,2023-06-24,PayPal,Overnight,547.76
ORD100263,CUST9433,Brazil,Male,Clothing,2,273.88,2023-11-09,Bank Transfer,Two-Day,547.76
ORD100264,CUST7869,Canada,Female,Toys,2,273.88,2023-02-02,Credit Card,Overnight,547.76
ORD100265,CUST5956,United Kingdom,Other,Home & Garden,2,273.88,2023-12-26,PayPal,Two-Day,547.76
ORD100266,CUST13352,Canada,Other,Clothing,4,273.88,2023-05-12,PayPal,Two-Day,1095.52
